From,Entry,Reviewed,Entry Name,Protein names,Gene Names,Organism,Length
CNTN1,Q12860,reviewed,CNTN1_HUMAN,Contactin-1 (Glycoprotein gp135) (Neural cell surface protein F3),CNTN1,Homo sapiens (Human),1018
CNTNAP2,Q9UHC6,reviewed,CNTP2_HUMAN,Contactin-associated protein-like 2 (Cell recognition molecule Caspr2),CNTNAP2 CASPR2 KIAA0868,Homo sapiens (Human),1331
COBL,O75128,reviewed,COBL_HUMAN,Protein cordon-bleu,COBL KIAA0633,Homo sapiens (Human),1261
COBLL1,Q53SF7,reviewed,COBL1_HUMAN,Cordon-bleu protein-like 1,COBLL1 KIAA0977,Homo sapiens (Human),1128
COL6A2,P12110,reviewed,CO6A2_HUMAN,Collagen alpha-2(VI) chain,COL6A2,Homo sapiens (Human),1019
COMT,P21964,reviewed,COMT_HUMAN,Catechol O-methyltransferase (EC 2.1.1.6),COMT,Homo sapiens (Human),271
COQ3,Q9NZJ6,reviewed,COQ3_HUMAN,"Ubiquinone biosynthesis O-methyltransferase, mitochondrial (3-demethylubiquinol 3-O-methyltransferase) (EC 2.1.1.64) (Polyprenyldihydroxybenzoate methyltransferase) (EC 2.1.1.114)",COQ3 UG0215E05,Homo sapiens (Human),369
CORO1A,P31146,reviewed,COR1A_HUMAN,Coronin-1A (Coronin-like protein A) (Clipin-A) (Coronin-like protein p57) (Tryptophan aspartate-containing coat protein) (TACO),CORO1A CORO1,Homo sapiens (Human),461
CORO1B,Q9BR76,reviewed,COR1B_HUMAN,Coronin-1B (Coronin-2),CORO1B,Homo sapiens (Human),489
CORO2B,Q9UQ03,reviewed,COR2B_HUMAN,Coronin-2B (Coronin-like protein C) (Clipin-C) (Protein FC96),CORO2B KIAA0925,Homo sapiens (Human),480
COTL1,Q14019,reviewed,COTL1_HUMAN,Coactosin-like protein,COTL1 CLP,Homo sapiens (Human),142
COX6C,P09669,reviewed,COX6C_HUMAN,Cytochrome c oxidase subunit 6C (Cytochrome c oxidase polypeptide VIc),COX6C,Homo sapiens (Human),75
CPNE5,Q9HCH3,reviewed,CPNE5_HUMAN,Copine-5 (Copine V),CPNE5 KIAA1599,Homo sapiens (Human),593
CR2,P20023,reviewed,CR2_HUMAN,Complement receptor type 2 (Cr2) (Complement C3d receptor) (Epstein-Barr virus receptor) (EBV receptor) (CD antigen CD21),CR2 C3DR,Homo sapiens (Human),1033
CRACDL,Q6NV74,reviewed,CRCDL_HUMAN,CRACD-like protein,CRACDL C2orf55 KIAA1211L,Homo sapiens (Human),962
CREG2,Q8IUH2,reviewed,CREG2_HUMAN,Protein CREG2 (Cellular repressor of E1A-stimulated genes 2),CREG2,Homo sapiens (Human),290
CRLF3,Q8IUI8,reviewed,CRLF3_HUMAN,Cytokine receptor-like factor 3 (Cytokine receptor-like molecule 9) (CREME-9) (Cytokine receptor-related protein 4) (Type I cytokine receptor-like factor p48),CRLF3 CREME9 CRLM9 CYTOR4 P48,Homo sapiens (Human),442
CRTC1,Q6UUV9,reviewed,CRTC1_HUMAN,CREB-regulated transcription coactivator 1 (Mucoepidermoid carcinoma translocated protein 1) (Transducer of regulated cAMP response element-binding protein 1) (TORC-1) (Transducer of CREB protein 1),CRTC1 KIAA0616 MECT1 TORC1 WAMTP1,Homo sapiens (Human),634
CRYAB,P02511,reviewed,CRYAB_HUMAN,Alpha-crystallin B chain (Alpha(B)-crystallin) (Heat shock protein beta-5) (HspB5) (Renal carcinoma antigen NY-REN-27) (Rosenthal fiber component),CRYAB CRYA2 HSPB5,Homo sapiens (Human),175
CRYM,Q14894,reviewed,CRYM_HUMAN,Ketimine reductase mu-crystallin (EC 1.5.1.25) (NADP-regulated thyroid-hormone-binding protein),CRYM THBP,Homo sapiens (Human),314
CS,O75390,reviewed,CISY_HUMAN,"Citrate synthase, mitochondrial (EC 2.3.3.1) (Citrate (Si)-synthase)",CS,Homo sapiens (Human),466
CSPG5,O95196,reviewed,CSPG5_HUMAN,Chondroitin sulfate proteoglycan 5 (Acidic leucine-rich EGF-like domain-containing brain protein) (Neuroglycan C),CSPG5 CALEB NGC,Homo sapiens (Human),566
CST3,P01034,reviewed,CYTC_HUMAN,Cystatin-C (Cystatin-3) (Gamma-trace) (Neuroendocrine basic polypeptide) (Post-gamma-globulin),CST3,Homo sapiens (Human),146
CSTF3,Q12996,reviewed,CSTF3_HUMAN,Cleavage stimulation factor subunit 3 (CF-1 77 kDa subunit) (Cleavage stimulation factor 77 kDa subunit) (CSTF 77 kDa subunit) (CstF-77),CSTF3,Homo sapiens (Human),717
CTH,P32929,reviewed,CGL_HUMAN,Cystathionine gamma-lyase (CGL) (CSE) (EC 4.4.1.1) (Cysteine desulfhydrase) (Cysteine-protein sulfhydrase) (Gamma-cystathionase) (Homocysteine desulfhydrase) (EC 4.4.1.2),CTH,Homo sapiens (Human),405
CTSA,P10619,reviewed,PPGB_HUMAN,Lysosomal protective protein (EC 3.4.16.5) (Carboxypeptidase C) (Carboxypeptidase L) (Cathepsin A) (Protective protein cathepsin A) (PPCA) (Protective protein for beta-galactosidase) [Cleaved into: Lysosomal protective protein 32 kDa chain; Lysosomal protective protein 20 kDa chain],CTSA PPGB,Homo sapiens (Human),480
CTSB,P07858,reviewed,CATB_HUMAN,Cathepsin B (EC 3.4.22.1) (APP secretase) (APPS) (Cathepsin B1) [Cleaved into: Cathepsin B light chain; Cathepsin B heavy chain],CTSB CPSB,Homo sapiens (Human),339
CTSG,P08311,reviewed,CATG_HUMAN,"Cathepsin G (CG) (EC 3.4.21.20) [Cleaved into: Cathepsin G, C-terminal truncated form]",CTSG,Homo sapiens (Human),255
CTSH,P09668,reviewed,CATH_HUMAN,Pro-cathepsin H [Cleaved into: Cathepsin H mini chain; Cathepsin H (EC 3.4.22.16); Cathepsin H heavy chain; Cathepsin H light chain],CTSH CPSB,Homo sapiens (Human),335
CTTNBP2,Q8WZ74,reviewed,CTTB2_HUMAN,Cortactin-binding protein 2 (CortBP2),CTTNBP2 C7orf8 CORTBP2 KIAA1758,Homo sapiens (Human),1663
CXCR5,P32302,reviewed,CXCR5_HUMAN,C-X-C chemokine receptor type 5 (CXC-R5) (CXCR-5) (Burkitt lymphoma receptor 1) (Monocyte-derived receptor 15) (MDR-15) (CD antigen CD185),CXCR5 BLR1 MDR15,Homo sapiens (Human),372
CYB5R2,Q6BCY4,reviewed,NB5R2_HUMAN,NADH-cytochrome b5 reductase 2 (b5R.2) (EC 1.6.2.2),CYB5R2,Homo sapiens (Human),276
CYBA,P13498,reviewed,CY24A_HUMAN,Cytochrome b-245 light chain (Cytochrome b(558) alpha chain) (Cytochrome b558 subunit alpha) (Neutrophil cytochrome b 22 kDa polypeptide) (Superoxide-generating NADPH oxidase light chain subunit) (p22 phagocyte B-cytochrome) (p22-phox) (p22phox),CYBA,Homo sapiens (Human),195
CYCS,P99999,reviewed,CYC_HUMAN,Cytochrome c,CYCS CYC,Homo sapiens (Human),105
CYRIB,Q9NUQ9,reviewed,CYRIB_HUMAN,CYFIP-related Rac1 interactor B (L1),CYRIB CYRI FAM49B BM-009,Homo sapiens (Human),324
DACT1,Q9NYF0,reviewed,DACT1_HUMAN,Dapper homolog 1 (hDPR1) (Dapper antagonist of catenin 1) (Hepatocellular carcinoma novel gene 3 protein),DACT1 DPR1 HNG3,Homo sapiens (Human),836
DAO,P14920,reviewed,OXDA_HUMAN,D-amino-acid oxidase (DAAO) (DAMOX) (DAO) (EC 1.4.3.3),DAO DAMOX,Homo sapiens (Human),347
DARS1,P14868,reviewed,SYDC_HUMAN,"Aspartate--tRNA ligase, cytoplasmic (EC 6.1.1.12) (Aspartyl-tRNA synthetase) (AspRS) (Cell proliferation-inducing gene 40 protein)",DARS1 DARS PIG40,Homo sapiens (Human),501
DARS2,Q6PI48,reviewed,SYDM_HUMAN,"Aspartate--tRNA ligase, mitochondrial (EC 6.1.1.12) (Aspartyl-tRNA synthetase) (AspRS)",DARS2,Homo sapiens (Human),645
DAXX,Q9UER7,reviewed,DAXX_HUMAN,Death domain-associated protein 6 (Daxx) (hDaxx) (ETS1-associated protein 1) (EAP1) (Fas death domain-associated protein),DAXX BING2 DAP6,Homo sapiens (Human),740
DAZAP1,Q96EP5,reviewed,DAZP1_HUMAN,DAZ-associated protein 1 (Deleted in azoospermia-associated protein 1),DAZAP1,Homo sapiens (Human),407
DBN1,Q16643,reviewed,DREB_HUMAN,Drebrin (Developmentally-regulated brain protein),DBN1 D0S117E,Homo sapiens (Human),649
DBNDD2,Q9BQY9,reviewed,DBND2_HUMAN,Dysbindin domain-containing protein 2 (Casein kinase-1 binding protein) (CK1BP) (HSMNP1),DBNDD2 C20orf35,Homo sapiens (Human),259
DBNL,Q9UJU6,reviewed,DBNL_HUMAN,Drebrin-like protein (Cervical SH3P7) (Cervical mucin-associated protein) (Drebrin-F) (HPK1-interacting protein of 55 kDa) (HIP-55) (SH3 domain-containing protein 7),DBNL CMAP SH3P7 PP5423,Homo sapiens (Human),430
DCC,P43146,reviewed,DCC_HUMAN,Netrin receptor DCC (Colorectal cancer suppressor) (Immunoglobulin superfamily DCC subclass member 1) (Tumor suppressor protein DCC),DCC IGDCC1,Homo sapiens (Human),1447
DCK,P27707,reviewed,DCK_HUMAN,Deoxycytidine kinase (dCK) (EC 2.7.1.74) (Deoxyadenosine kinase) (EC 2.7.1.76) (Deoxyguanosine kinase) (EC 2.7.1.113),DCK,Homo sapiens (Human),260
DCLK1,O15075,reviewed,DCLK1_HUMAN,Serine/threonine-protein kinase DCLK1 (EC 2.7.11.1) (Doublecortin domain-containing protein 3A) (Doublecortin-like and CAM kinase-like 1) (Doublecortin-like kinase 1),DCLK1 DCAMKL1 DCDC3A KIAA0369,Homo sapiens (Human),740
DCTN2,Q13561,reviewed,DCTN2_HUMAN,Dynactin subunit 2 (50 kDa dynein-associated polypeptide) (Dynactin complex 50 kDa subunit) (DCTN-50) (p50 dynamitin),DCTN2 DCTN50,Homo sapiens (Human),401
DDAH1,O94760,reviewed,DDAH1_HUMAN,"N(G),N(G)-dimethylarginine dimethylaminohydrolase 1 (DDAH-1) (Dimethylarginine dimethylaminohydrolase 1) (EC 3.5.3.18) (DDAHI) (Dimethylargininase-1)",DDAH1 DDAH,Homo sapiens (Human),285
DDC,P20711,reviewed,DDC_HUMAN,Aromatic-L-amino-acid decarboxylase (AADC) (EC 4.1.1.28) (DOPA decarboxylase) (DDC),DDC AADC,Homo sapiens (Human),480
DDO,Q99489,reviewed,OXDD_HUMAN,D-aspartate oxidase (DASOX) (DDO) (EC 1.4.3.1),DDO,Homo sapiens (Human),341
DDX1,Q92499,reviewed,DDX1_HUMAN,ATP-dependent RNA helicase DDX1 (EC 3.6.4.13) (DEAD box protein 1) (DEAD box protein retinoblastoma) (DBP-RB),DDX1,Homo sapiens (Human),740
DDX21,Q9NR30,reviewed,DDX21_HUMAN,Nucleolar RNA helicase 2 (EC 3.6.4.13) (DEAD box protein 21) (Gu-alpha) (Nucleolar RNA helicase Gu) (Nucleolar RNA helicase II) (RH II/Gu),DDX21,Homo sapiens (Human),783
DDX25,Q9UHL0,reviewed,DDX25_HUMAN,ATP-dependent RNA helicase DDX25 (EC 3.6.4.13) (DEAD box protein 25) (Gonadotropin-regulated testicular RNA helicase),DDX25 GRTH,Homo sapiens (Human),483
DEF6,Q01524,reviewed,DEF6_HUMAN,"Defensin-6 (Defensin, alpha 6)",DEFA6 DEF6,Homo sapiens (Human),100
DEFA1,P59665,reviewed,DEF1_HUMAN,"Neutrophil defensin 1 (Defensin, alpha 1) (HNP-1) (HP-1) (HP1) [Cleaved into: HP 1-56; Neutrophil defensin 2 (HNP-2) (HP-2) (HP2)]",DEFA1 DEF1 DEFA2 MRS; DEFA1B,Homo sapiens (Human),94
DEFA4,P12838,reviewed,DEF4_HUMAN,Defensin alpha 4 (Corticostatin HP-4) (HNP-4) (HP-4) (Neutrophil defensin 4),DEFA4 DEF4,Homo sapiens (Human),97
DENND1C,Q8IV53,reviewed,DEN1C_HUMAN,DENN domain-containing protein 1C (Connecdenn 3) (Protein FAM31C),DENND1C FAM31C,Homo sapiens (Human),801
DGKZ,Q13574,reviewed,DGKZ_HUMAN,Diacylglycerol kinase zeta (DAG kinase zeta) (EC 2.7.1.107) (EC 2.7.1.93) (Diglyceride kinase zeta) (DGK-zeta),DGKZ DAGK6,Homo sapiens (Human),928
DHRS7,Q9Y394,reviewed,DHRS7_HUMAN,Dehydrogenase/reductase SDR family member 7 (EC 1.1.1.-) (Retinal short-chain dehydrogenase/reductase 4) (retSDR4) (Short chain dehydrogenase/reductase family 34C member 1) (Protein SDR34C1),DHRS7 DHRS7A RETSDR4 SDR34C1 CGI-86 UNQ285/PRO3448,Homo sapiens (Human),339
DIAPH2,O60879,reviewed,DIAP2_HUMAN,Protein diaphanous homolog 2 (Diaphanous-related formin-2) (DRF2),DIAPH2 DIA,Homo sapiens (Human),1101
DIP2B,Q9P265,reviewed,DIP2B_HUMAN,Disco-interacting protein 2 homolog B (DIP2 homolog B),DIP2B KIAA1463,Homo sapiens (Human),1576
DIP2C,Q9Y2E4,reviewed,DIP2C_HUMAN,Disco-interacting protein 2 homolog C (DIP2 homolog C),DIP2C KIAA0934,Homo sapiens (Human),1556
DIPK1C,Q0P6D2,reviewed,DIK1C_HUMAN,Divergent protein kinase domain 1C (Protein FAM69C),DIPK1C C18orf51 FAM69C,Homo sapiens (Human),419
DLG2,Q14168,reviewed,MPP2_HUMAN,MAGUK p55 subfamily member 2 (Discs large homolog 2) (Protein MPP2),MPP2 DLG2,Homo sapiens (Human),576
DLG4,P78352,reviewed,DLG4_HUMAN,Disks large homolog 4 (Postsynaptic density protein 95) (PSD-95) (Synapse-associated protein 90) (SAP-90) (SAP90),DLG4 PSD95,Homo sapiens (Human),724
DLGAP5,Q15398,reviewed,DLGP5_HUMAN,Disks large-associated protein 5 (DAP-5) (Discs large homolog 7) (Disks large-associated protein DLG7) (Hepatoma up-regulated protein) (HURP),DLGAP5 DLG7 KIAA0008,Homo sapiens (Human),846
DMPK,Q09013,reviewed,DMPK_HUMAN,Myotonin-protein kinase (MT-PK) (EC 2.7.11.1) (DM-kinase) (DMK) (DM1 protein kinase) (DMPK) (Myotonic dystrophy protein kinase),DMPK DM1PK MDPK,Homo sapiens (Human),629
DNAH6,Q9C0G6,reviewed,DYH6_HUMAN,Dynein axonemal heavy chain 6 (Axonemal beta dynein heavy chain 6) (Ciliary dynein heavy chain 6),DNAH6 DNAHC6 DNHL1 HL2 KIAA1697,Homo sapiens (Human),4158
DNAJC6,O75061,reviewed,AUXI_HUMAN,Putative tyrosine-protein phosphatase auxilin (EC 3.1.3.48) (DnaJ homolog subfamily C member 6),DNAJC6 KIAA0473,Homo sapiens (Human),913
DNER,Q8NFT8,reviewed,DNER_HUMAN,Delta and Notch-like epidermal growth factor-related receptor,DNER BET UNQ262/PRO299,Homo sapiens (Human),737
DNM1,Q05193,reviewed,DYN1_HUMAN,Dynamin-1 (EC 3.6.5.5) (Dynamin) (Dynamin I),DNM1 DNM,Homo sapiens (Human),864
DNMT1,P26358,reviewed,DNMT1_HUMAN,DNA (cytosine-5)-methyltransferase 1 (Dnmt1) (EC 2.1.1.37) (CXXC-type zinc finger protein 9) (DNA methyltransferase HsaI) (DNA MTase HsaI) (M.HsaI) (MCMT),DNMT1 AIM CXXC9 DNMT,Homo sapiens (Human),1616
DNPEP,Q9ULA0,reviewed,DNPEP_HUMAN,Aspartyl aminopeptidase (EC 3.4.11.21),DNPEP ASPEP DAP,Homo sapiens (Human),485
DOCK10,Q96BY6,reviewed,DOC10_HUMAN,Dedicator of cytokinesis protein 10 (Zizimin-3),DOCK10 KIAA0694 ZIZ3,Homo sapiens (Human),2186
DOCK2,Q92608,reviewed,DOCK2_HUMAN,Dedicator of cytokinesis protein 2,DOCK2 KIAA0209,Homo sapiens (Human),1830
DOCK3,Q8IZD9,reviewed,DOCK3_HUMAN,Dedicator of cytokinesis protein 3 (Modifier of cell adhesion) (Presenilin-binding protein) (PBP),DOCK3 KIAA0299 MOCA,Homo sapiens (Human),2030
DOCK8,Q8NF50,reviewed,DOCK8_HUMAN,Dedicator of cytokinesis protein 8,DOCK8,Homo sapiens (Human),2099
DOK2,O60496,reviewed,DOK2_HUMAN,Docking protein 2 (Downstream of tyrosine kinase 2) (p56(dok-2)),DOK2,Homo sapiens (Human),412
DOK3,Q7L591,reviewed,DOK3_HUMAN,Docking protein 3 (Downstream of tyrosine kinase 3),DOK3,Homo sapiens (Human),496
DPCD,Q9BVM2,reviewed,DPCD_HUMAN,Protein DPCD,DPCD,Homo sapiens (Human),203
DPF3,Q92784,reviewed,DPF3_HUMAN,Zinc finger protein DPF3 (BRG1-associated factor 45C) (BAF45C) (Zinc finger protein cer-d4),DPF3 BAF45C CERD4,Homo sapiens (Human),378
DPP6,P42658,reviewed,DPP6_HUMAN,Dipeptidyl aminopeptidase-like protein 6 (DPPX) (Dipeptidyl aminopeptidase-related protein) (Dipeptidyl peptidase 6) (Dipeptidyl peptidase IV-like protein) (Dipeptidyl peptidase VI) (DPP VI),DPP6,Homo sapiens (Human),865
DPP7,Q9UHL4,reviewed,DPP2_HUMAN,Dipeptidyl peptidase 2 (EC 3.4.14.2) (Dipeptidyl aminopeptidase II) (Dipeptidyl peptidase 7) (Dipeptidyl peptidase II) (DPP II) (Quiescent cell proline dipeptidase),DPP7 DPP2 QPP,Homo sapiens (Human),492
DPYSL5,Q9BPU6,reviewed,DPYL5_HUMAN,Dihydropyrimidinase-related protein 5 (DRP-5) (CRMP3-associated molecule) (CRAM) (Collapsin response mediator protein 5) (CRMP-5) (UNC33-like phosphoprotein 6) (ULIP-6),DPYSL5 CRMP5 ULIP6,Homo sapiens (Human),564
DSCAM,O60469,reviewed,DSCAM_HUMAN,Cell adhesion molecule DSCAM (CHD2) (Down syndrome cell adhesion molecule),DSCAM,Homo sapiens (Human),2012
DSN1,Q9H410,reviewed,DSN1_HUMAN,Kinetochore-associated protein DSN1 homolog,DSN1 C20orf172 MIS13,Homo sapiens (Human),356
DTNA,Q9Y4J8,reviewed,DTNA_HUMAN,Dystrobrevin alpha (DTN-A) (Alpha-dystrobrevin) (Dystrophin-related protein 3),DTNA DRP3,Homo sapiens (Human),743
DUT,P33316,reviewed,DUT_HUMAN,"Deoxyuridine 5'-triphosphate nucleotidohydrolase, mitochondrial (dUTPase) (EC 3.6.1.23) (dUTP pyrophosphatase)",DUT,Homo sapiens (Human),252
DYNC1I1,O14576,reviewed,DC1I1_HUMAN,"Cytoplasmic dynein 1 intermediate chain 1 (Cytoplasmic dynein intermediate chain 1) (Dynein intermediate chain 1, cytosolic) (DH IC-1)",DYNC1I1 DNCI1 DNCIC1,Homo sapiens (Human),645
DYSF,O75923,reviewed,DYSF_HUMAN,Dysferlin (Dystrophy-associated fer-1-like protein) (Fer-1-like protein 1),DYSF FER1L1,Homo sapiens (Human),2080
E2F1,Q01094,reviewed,E2F1_HUMAN,Transcription factor E2F1 (E2F-1) (PBR3) (Retinoblastoma-associated protein 1) (RBAP-1) (Retinoblastoma-binding protein 3) (RBBP-3) (pRB-binding protein E2F-1),E2F1 RBBP3,Homo sapiens (Human),437
E4F1,Q66K89,reviewed,E4F1_HUMAN,Transcription factor E4F1 (EC 2.3.2.27) (E4F transcription factor 1) (Putative E3 ubiquitin-protein ligase E4F1) (RING-type E3 ubiquitin transferase E4F1) (Transcription factor E4F) (p120E4F) (p50E4F),E4F1 E4F,Homo sapiens (Human),784
EBAG9,O00559,reviewed,RCAS1_HUMAN,Receptor-binding cancer antigen expressed on SiSo cells (Cancer-associated surface antigen RCAS1) (Estrogen receptor-binding fragment-associated gene 9 protein),EBAG9 RCAS1,Homo sapiens (Human),213
ECE1,P42892,reviewed,ECE1_HUMAN,Endothelin-converting enzyme 1 (ECE-1) (EC 3.4.24.71),ECE1,Homo sapiens (Human),770
ECHS1,P30084,reviewed,ECHM_HUMAN,"Enoyl-CoA hydratase, mitochondrial (mECH) (mECH1) (EC 4.2.1.17) (EC 5.3.3.8) (Enoyl-CoA hydratase 1) (ECHS1) (Short-chain enoyl-CoA hydratase) (SCEH)",ECHS1,Homo sapiens (Human),290
EEF1G,P26641,reviewed,EF1G_HUMAN,Elongation factor 1-gamma (EF-1-gamma) (eEF-1B gamma),EEF1G EF1G PRO1608,Homo sapiens (Human),437
EEF2,P13639,reviewed,EF2_HUMAN,Elongation factor 2 (EF-2) (EC 3.6.5.-),EEF2 EF2,Homo sapiens (Human),858
EFHD2,Q96C19,reviewed,EFHD2_HUMAN,EF-hand domain-containing protein D2 (Swiprosin-1),EFHD2 SWS1,Homo sapiens (Human),240
EFR3A,Q14156,reviewed,EFR3A_HUMAN,Protein EFR3 homolog A (Protein EFR3-like),EFR3A KIAA0143,Homo sapiens (Human),821
EHBP1,Q8NDI1,reviewed,EHBP1_HUMAN,EH domain-binding protein 1,EHBP1 KIAA0903 NACSIN,Homo sapiens (Human),1231
EHBP1L1,Q8N3D4,reviewed,EH1L1_HUMAN,EH domain-binding protein 1-like protein 1,EHBP1L1,Homo sapiens (Human),1523
EIF2B2,P49770,reviewed,EI2BB_HUMAN,Translation initiation factor eIF2B subunit beta (S20I15) (S20III15) (eIF2B GDP-GTP exchange factor subunit beta),EIF2B2 EIF2BB,Homo sapiens (Human),351
EIF2S2,P20042,reviewed,IF2B_HUMAN,Eukaryotic translation initiation factor 2 subunit 2 (Eukaryotic translation initiation factor 2 subunit beta) (eIF2-beta),EIF2S2 EIF2B,Homo sapiens (Human),333
EIF3I,Q13347,reviewed,EIF3I_HUMAN,Eukaryotic translation initiation factor 3 subunit I (eIF3i) (Eukaryotic translation initiation factor 3 subunit 2) (TGF-beta receptor-interacting protein 1) (TRIP-1) (eIF-3-beta) (eIF3 p36),EIF3I EIF3S2 TRIP1,Homo sapiens (Human),325
EIF4ENIF1,Q9NRA8,reviewed,4ET_HUMAN,Eukaryotic translation initiation factor 4E transporter (4E-T) (eIF4E transporter) (Eukaryotic translation initiation factor 4E nuclear import factor 1),EIF4ENIF1,Homo sapiens (Human),985
ELANE,P08246,reviewed,ELNE_HUMAN,Neutrophil elastase (EC 3.4.21.37) (Bone marrow serine protease) (Elastase-2) (Human leukocyte elastase) (HLE) (Medullasin) (PMN elastase),ELANE ELA2,Homo sapiens (Human),267
ELAVL2,Q12926,reviewed,ELAV2_HUMAN,ELAV-like protein 2 (ELAV-like neuronal protein 1) (Hu-antigen B) (HuB) (Nervous system-specific RNA-binding protein Hel-N1),ELAVL2 HUB,Homo sapiens (Human),359
ELAVL3,Q14576,reviewed,ELAV3_HUMAN,ELAV-like protein 3 (Hu-antigen C) (HuC) (Paraneoplastic cerebellar degeneration-associated antigen) (Paraneoplastic limbic encephalitis antigen 21),ELAVL3 HUC PLE21,Homo sapiens (Human),367
ELAVL4,P26378,reviewed,ELAV4_HUMAN,ELAV-like protein 4 (Hu-antigen D) (HuD) (Paraneoplastic encephalomyelitis antigen HuD),ELAVL4 HUD PNEM,Homo sapiens (Human),385
ELF1,P32519,reviewed,ELF1_HUMAN,ETS-related transcription factor Elf-1 (E74-like factor 1),ELF1,Homo sapiens (Human),619
ELF2,Q15723,reviewed,ELF2_HUMAN,ETS-related transcription factor Elf-2 (E74-like factor 2) (New ETS-related factor),ELF2 NERF,Homo sapiens (Human),593
ELK1,P19419,reviewed,ELK1_HUMAN,ETS domain-containing protein Elk-1,ELK1,Homo sapiens (Human),428
EML4,Q9HC35,reviewed,EMAL4_HUMAN,Echinoderm microtubule-associated protein-like 4 (EMAP-4) (Restrictedly overexpressed proliferation-associated protein) (Ropp 120),EML4 C2orf2 EMAPL4,Homo sapiens (Human),981
ENAH,Q8N8S7,reviewed,ENAH_HUMAN,Protein enabled homolog,ENAH MENA,Homo sapiens (Human),591
ENDOD1,O94919,reviewed,ENDD1_HUMAN,Endonuclease domain-containing 1 protein (EC 3.1.30.-),ENDOD1 KIAA0830,Homo sapiens (Human),500
ENO2,P09104,reviewed,ENOG_HUMAN,Gamma-enolase (EC 4.2.1.11) (2-phospho-D-glycerate hydro-lyase) (Enolase 2) (Neural enolase) (Neuron-specific enolase) (NSE),ENO2,Homo sapiens (Human),434
ENPP6,Q6UWR7,reviewed,ENPP6_HUMAN,Glycerophosphocholine cholinephosphodiesterase ENPP6 (GPC-Cpde) (EC 3.1.4.-) (EC 3.1.4.38) (Choline-specific glycerophosphodiester phosphodiesterase) (Ectonucleotide pyrophosphatase/phosphodiesterase family member 6) (E-NPP 6) (NPP-6),ENPP6 UNQ1889/PRO4334,Homo sapiens (Human),440
EPB41L1,Q9H4G0,reviewed,E41L1_HUMAN,Band 4.1-like protein 1 (Erythrocyte membrane protein band 4.1-like 1) (Neuronal protein 4.1) (4.1N),EPB41L1 KIAA0338,Homo sapiens (Human),881
EPB41L3,Q9Y2J2,reviewed,E41L3_HUMAN,"Band 4.1-like protein 3 (4.1B) (Differentially expressed in adenocarcinoma of the lung protein 1) (DAL-1) (Erythrocyte membrane protein band 4.1-like 3) [Cleaved into: Band 4.1-like protein 3, N-terminally processed]",EPB41L3 DAL1 KIAA0987,Homo sapiens (Human),1087
EPDR1,Q9UM22,reviewed,EPDR1_HUMAN,Mammalian ependymin-related protein 1 (MERP-1) (Upregulated in colorectal cancer gene 1 protein),EPDR1 MERP1 UCC1,Homo sapiens (Human),224
EPHA4,P54764,reviewed,EPHA4_HUMAN,Ephrin type-A receptor 4 (EC 2.7.10.1) (EPH-like kinase 8) (EK8) (hEK8) (Tyrosine-protein kinase TYRO1) (Tyrosine-protein kinase receptor SEK),EPHA4 HEK8 SEK TYRO1,Homo sapiens (Human),986
EPX,P11678,reviewed,PERE_HUMAN,Eosinophil peroxidase (EPO) (EC 1.11.1.7) [Cleaved into: Eosinophil peroxidase light chain; Eosinophil peroxidase heavy chain],EPX EPER EPO EPP,Homo sapiens (Human),715
ERC2,O15083,reviewed,ERC2_HUMAN,ERC protein 2,ERC2 KIAA0378,Homo sapiens (Human),957
ERGIC1,Q969X5,reviewed,ERGI1_HUMAN,Endoplasmic reticulum-Golgi intermediate compartment protein 1 (ER-Golgi intermediate compartment 32 kDa protein) (ERGIC-32),ERGIC1 ERGIC32 KIAA1181 HT034,Homo sapiens (Human),290
ERLEC1,Q96DZ1,reviewed,ERLEC_HUMAN,Endoplasmic reticulum lectin 1 (ER lectin) (Erlectin) (XTP3-transactivated gene B protein),ERLEC1 C2orf30 XTP3TPB UNQ1878/PRO4321,Homo sapiens (Human),483
ERLIN1,O75477,reviewed,ERLN1_HUMAN,Erlin-1 (Endoplasmic reticulum lipid raft-associated protein 1) (Protein KE04) (Stomatin-prohibitin-flotillin-HflC/K domain-containing protein 1) (SPFH domain-containing protein 1),ERLIN1 C10orf69 KE04 KEO4 SPFH1,Homo sapiens (Human),348
ERMN,Q8TAM6,reviewed,ERMIN_HUMAN,Ermin (Juxtanodin) (JN),ERMN KIAA1189,Homo sapiens (Human),284
ERO1A,Q96HE7,reviewed,ERO1A_HUMAN,ERO1-like protein alpha (ERO1-L) (ERO1-L-alpha) (EC 1.8.4.-) (Endoplasmic oxidoreductin-1-like protein) (Endoplasmic reticulum oxidoreductase alpha) (Oxidoreductin-1-L-alpha),ERO1A ERO1L UNQ434/PRO865,Homo sapiens (Human),468
ERP29,P30040,reviewed,ERP29_HUMAN,Endoplasmic reticulum resident protein 29 (ERp29) (Endoplasmic reticulum resident protein 28) (ERp28) (Endoplasmic reticulum resident protein 31) (ERp31),ERP29 C12orf8 ERP28,Homo sapiens (Human),261
